Transaction ID,Order ID,Customer ID,Product Name,Sub-Category,Category,Discount,Order Date,Order Day,Order Month,Order Weekday,Order Year,Quantity,Segment,State,Profit CLP,Sales CLP
16720-109666-21578,109666,16720,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Binders,Office Supplies,0.2,2016-04-19,19,4,Tuesday,2016,2,Consumer,New York,2529,7227
20620-118087-3769,118087,20620,Microsoft Sculpt Comfort Mouse,Accessories,Technology,0.2,2017-09-09,9,9,Saturday,2017,3,Corporate,Pennsylvania,22400,74667
21505-116946-16296,116946,21505,OIC Stacking Trays,Furnishings,Furniture,0.2,2017-12-19,19,12,Tuesday,2017,5,Consumer,Colorado,3121,10404
18175-163636-26482,163636,18175,Newell 311,Art,Office Supplies,0.2,2016-12-05,5,12,Monday,2016,2,Home Office,Illinois,241,2754
10300-143749-12653,143749,10300,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Bookcases,Furniture,0,2016-12-05,5,12,Monday,2016,1,Corporate,Massachusetts,15953,63811
21295-151330-28792,151330,21295,WD My Passport Ultra 500GB Portable External Hard Drive,Accessories,Technology,0,2014-10-14,14,10,Tuesday,2014,3,Consumer,Massachusetts,23433,137839
14080-104129-13694,104129,14080,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Tables,Furniture,0.3,2015-02-27,27,2,Friday,2015,7,Corporate,Rhode Island,-21979,384640
16870-125647-16176,125647,16870,Xerox 217,Paper,Office Supplies,0.2,2017-09-23,23,9,Saturday,2017,4,Consumer,Illinois,5652,16148
13555-115882-26474,115882,13555,3.6 Cubic Foot Counter Height Office Refrigerator,Appliances,Office Supplies,0.2,2017-09-14,14,9,Thursday,2017,4,Corporate,North Carolina,73419,734193
21130-120376-6286,120376,21130,Microsoft Wireless Mobile Mouse 4000,Accessories,Technology,0,2017-12-22,22,12,Friday,2017,5,Consumer,Michigan,49828,155711
15520-117324-17059,117324,15520,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Bookcases,Furniture,0,2017-12-08,8,12,Friday,2017,4,Consumer,Wisconsin,32235,358163
10075-112004-21490,112004,10075,Compact Automatic Electric Letter Opener,Supplies,Office Supplies,0.2,2017-09-25,25,9,Monday,2017,2,Corporate,Pennsylvania,-33449,148660
10795-110786-12297,110786,10795,Avery 477,Labels,Office Supplies,0,2014-12-29,29,12,Monday,2014,9,Corporate,California,98429,213977
20785-112130-14057,112130,20785,SanDisk Cruzer 16 GB USB Flash Drive,Accessories,Technology,0.2,2015-05-03,3,5,Sunday,2015,3,Consumer,Pennsylvania,-268,21456
13180-146325-24107,146325,13180,"Global Task Chair, Black",Chairs,Furniture,0.2,2016-12-14,14,12,Wednesday,2016,2,Corporate,California,-7134,63409
10990-169642-26772,169642,10990,"SAFCO Commercial Wire Shelving, Black",Storage,Office Supplies,0,2014-07-27,27,7,Sunday,2014,2,Corporate,California,0,215153
10225-112515-8145,112515,10225,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Storage,Office Supplies,0,2017-09-17,17,9,Sunday,2017,2,Corporate,Utah,50958,203830
21295-153633-16225,153633,21295,DIXON Oriole Pencils,Art,Office Supplies,0.2,2017-11-13,13,11,Monday,2017,1,Consumer,Florida,121,1607
19990-119193-8338,119193,19990,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Phones,Technology,0.4,2017-12-22,22,12,Friday,2017,7,Consumer,Ohio,73587,490580
19735-105585-3015,105585,19735,Advantus SlideClip Paper Clips,Fasteners,Office Supplies,0,2016-08-26,26,8,Friday,2016,3,Consumer,California,3824,7967
10030-122070-21704,122070,10030,Staple envelope,Envelopes,Office Supplies,0,2014-04-22,22,4,Tuesday,2014,8,Corporate,New York,94573,193005
12775-135853-25735,135853,12775,Ibico Covers for Plastic or Wire Binding Elements,Binders,Office Supplies,0,2015-12-11,11,12,Friday,2015,2,Consumer,Michigan,8060,17911
18100-152807-5360,152807,18100,First Data FD10 PIN Pad,Accessories,Technology,0.2,2017-10-30,30,10,Monday,2017,7,Consumer,Pennsylvania,-43065,344519
13300-123372-8161,123372,13300,Google Nexus 5,Phones,Technology,0,2017-11-28,28,11,Tuesday,2017,11,Corporate,New York,385460,1541839
19855-150567-5739,150567,19855,Pressboard Hanging Data Binders for Unburst Sheets,Binders,Office Supplies,0.7,2016-05-17,17,5,Tuesday,2016,2,Corporate,Florida,-1686,2299
15655-151225-23159,151225,15655,Griffin GC17055 Auxiliary Audio Cable,Phones,Technology,0.2,2017-10-27,27,10,Friday,2017,5,Corporate,California,5604,56039
10780-133361-19435,133361,10780,Belkin F8E887 USB Wired Ergonomic Keyboard,Accessories,Technology,0,2017-05-14,14,5,Sunday,2017,3,Corporate,Maryland,14713,70064
20140-164756-20820,164756,20140,Xerox 1997,Paper,Office Supplies,0,2017-09-18,18,9,Monday,2017,4,Corporate,Georgia,9689,20185
16390-154823-21150,154823,16390,Tenex Chairmats For Use with Hard Floors,Furnishings,Furniture,0.2,2015-08-21,21,8,Friday,2015,1,Corporate,Ohio,-3035,20235
21325-101434-2599,101434,21325,Razer Kraken PRO Over Ear PC and Music Headset,Accessories,Technology,0,2017-06-20,20,6,Tuesday,2017,3,Consumer,New Jersey,56063,186877
15610-154081-25610,154081,15610,Nortel Business Series Terminal T7208 Digital phone,Phones,Technology,0.2,2016-05-22,22,5,Sunday,2016,2,Corporate,California,17318,173182
13375-133046-24634,133046,13375,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Paper,Office Supplies,0,2017-07-27,27,7,Thursday,2017,4,Consumer,Washington,9385,20403
14035-154921-2502,154921,14035,Cameo Buff Policy Envelopes,Envelopes,Office Supplies,0,2015-05-23,23,5,Saturday,2015,3,Corporate,South Carolina,68331,145385
11170-113327-13905,113327,11170,Security-Tint Envelopes,Envelopes,Office Supplies,0.2,2015-05-26,26,5,Tuesday,2015,2,Home Office,North Carolina,3451,9519
18880-136861-16200,136861,18880,Telescoping Adjustable Floor Lamp,Furnishings,Furniture,0.2,2014-09-05,5,9,Friday,2014,2,Consumer,Florida,1557,24908
12775-122175-20131,122175,12775,"Maxell Pro 80 Minute CD-R, 10/Pack",Accessories,Technology,0,2017-05-12,12,5,Friday,2017,5,Consumer,New Jersey,27225,68063
20620-123127-13010,123127,20620,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Appliances,Office Supplies,0,2014-09-08,8,9,Monday,2014,2,Corporate,New York,3267,13067
14890-141677-21732,141677,14890,Canon PC1080F Personal Copier,Copiers,Technology,0.2,2017-03-26,26,3,Sunday,2017,5,Corporate,Texas,443880,1868969
17395-156363-21993,156363,17395,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Phones,Technology,0.4,2017-10-22,22,10,Sunday,2017,5,Corporate,Pennsylvania,-5093,25465
10735-135034-3056,135034,10735,JBL Micro Wireless Portable Bluetooth Speaker,Phones,Technology,0.2,2017-08-01,1,8,Tuesday,2017,2,Consumer,Illinois,4672,74748
11650-125514-8476,125514,11650,Acco 6 Outlet Guardian Standard Surge Suppressor,Appliances,Office Supplies,0,2014-09-21,21,9,Sunday,2014,3,Corporate,Nebraska,8474,28245
13645-118003-25753,118003,13645,Global Low Back Tilter Chair,Chairs,Furniture,0,2017-12-04,4,12,Monday,2017,3,Consumer,New Jersey,14155,235915
13525-132465-24412,132465,13525,Fellowes Staxonsteel Drawer Files,Storage,Office Supplies,0,2015-09-11,11,9,Friday,2015,4,Corporate,New York,84241,601725
14200-167549-24052,167549,14200,Safco Drafting Table,Tables,Furniture,0.3,2017-07-25,25,7,Tuesday,2017,6,Home Office,Texas,-3317,232158
18805-156958-28527,156958,18805,Fellowes Black Plastic Comb Bindings,Binders,Office Supplies,0.2,2017-12-05,5,12,Tuesday,2017,2,Home Office,Washington,2353,7239
19270-135251-28570,135251,19270,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,Furniture,0.32,2015-08-06,6,8,Thursday,2015,3,Corporate,Texas,-88791,287514
10645-147137-13394,147137,10645,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Envelopes,Office Supplies,0,2016-07-04,4,7,Monday,2016,2,Consumer,California,16090,34234
15625-142622-6966,142622,15625,Bestar Classic Bookcase,Bookcases,Furniture,0,2017-10-30,30,10,Monday,2017,2,Consumer,Washington,29590,155734
12595-100902-23552,100902,12595,Plantronics S12 Corded Telephone Headset System,Accessories,Technology,0.2,2017-11-17,17,11,Friday,2017,5,Consumer,North Carolina,83941,335766
16825-103429-23803,103429,16825,Honeywell Quietcare HEPA Air Cleaner,Appliances,Office Supplies,0,2014-05-30,30,5,Friday,2014,3,Corporate,New York,60636,183746
15835-167913-2050,167913,15835,Economy Rollaway Files,Storage,Office Supplies,0,2017-07-30,30,7,Sunday,2017,2,Consumer,California,66898,257299
13705-104493-6237,104493,13705,GBC Personal VeloBind Strips,Binders,Office Supplies,0.2,2015-10-02,2,10,Friday,2015,6,Corporate,California,15673,44781
13045-168389-22167,168389,13045,Motorola HK250 Universal Bluetooth Headset,Phones,Technology,0.2,2017-12-11,11,12,Monday,2017,4,Corporate,Florida,-12890,57291
21640-130428-28637,130428,21640,Ibico Plastic and Wire Spiral Binding Combs,Binders,Office Supplies,0.7,2014-03-31,31,3,Monday,2014,5,Consumer,Florida,-7878,9847
15985-135860-665,135860,15985,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Storage,Office Supplies,0,2017-12-01,1,12,Friday,2017,1,Consumer,Michigan,2865,71637
12505-100860-28872,100860,12505,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,Office Supplies,0,2014-03-26,26,3,Wednesday,2014,5,Consumer,California,7009,14602
11605-164406-29347,164406,11605,Avery Heavy-Duty EZD  Binder With Locking Rings,Binders,Office Supplies,0.2,2014-08-15,15,8,Friday,2014,4,Consumer,California,4867,13905
11095-146990-21059,146990,11095,Binder Clips by OIC,Fasteners,Office Supplies,0,2014-11-07,7,11,Friday,2014,4,Corporate,New York,2213,4610
12805-151484-18476,151484,12805,"Computer Room Manger, 14""",Furnishings,Furniture,0.2,2017-04-20,20,4,Thursday,2017,2,Corporate,Pennsylvania,8094,40470
11665-126032-6569,126032,11665,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Accessories,Technology,0.2,2014-06-23,23,6,Monday,2014,3,Consumer,Pennsylvania,841,67265
10030-157644-26542,157644,10030,Avery 51,Labels,Office Supplies,0,2014-12-31,31,12,Wednesday,2014,3,Corporate,New York,6770,14718
14710-135881-21153,135881,14710,Avery Non-Stick Binders,Binders,Office Supplies,0.2,2014-05-23,23,5,Friday,2014,5,Consumer,New York,4546,13986
11170-151799-23402,151799,11170,Canon PC1080F Personal Copier,Copiers,Technology,0,2017-12-14,14,12,Thursday,2017,2,Home Office,Massachusetts,364449,934484
17785-124702-28803,124702,17785,"Lesro Round Back Collection Coffee Table, End Table",Tables,Furniture,0,2014-11-18,18,11,Tuesday,2014,4,Corporate,Washington,73924,568643
15715-106950-21448,106950,15715,Heavy-Duty E-Z-D Binders,Binders,Office Supplies,0.7,2016-09-02,2,9,Friday,2016,7,Consumer,North Carolina,-13679,17842
19270-135251-28562,135251,19270,Avery Hole Reinforcements,Binders,Office Supplies,0.8,2015-08-06,6,8,Thursday,2015,5,Corporate,Texas,-7520,4852
17455-113341-26071,113341,17455,"Padded Folding Chairs, Black, 4/Carton",Chairs,Furniture,0.2,2016-11-25,25,11,Friday,2016,3,Consumer,California,15135,151352
16570-102722-7664,102722,16570,Memorex Froggy Flash Drive 8 GB,Accessories,Technology,0,2015-04-18,18,4,Saturday,2015,6,Consumer,Louisiana,32345,82937
14710-169040-8816,169040,14710,Plantronics Calisto P620-M USB Wireless Speakerphone System,Phones,Technology,0.2,2016-12-06,6,12,Tuesday,2016,1,Consumer,Washington,10684,122102
10825-109218-9532,109218,10825,"BIC Brite Liner Highlighters, Chisel Tip",Art,Office Supplies,0,2014-06-30,30,6,Monday,2014,5,Corporate,California,8074,25232
14425-144806-4677,144806,14425,Xerox 1970,Paper,Office Supplies,0.2,2015-12-06,6,12,Sunday,2015,5,Consumer,Arizona,5236,15513
19780-148411-28057,148411,19780,Wirebound Voice Message Log Book,Paper,Office Supplies,0.2,2017-09-24,24,9,Sunday,2017,3,Consumer,Illinois,2891,8896
16510-133242-23543,133242,16510,JM Magazine Binder,Binders,Office Supplies,0,2015-06-18,18,6,Thursday,2015,2,Consumer,Virginia,12343,25714
11545-102379-18834,102379,11545,Panasonic KP-380BK Classic Electric Pencil Sharpener,Art,Office Supplies,0,2017-12-02,2,12,Saturday,2017,5,Corporate,California,35024,140097
21070-122490-14700,122490,21070,Avery File Folder Labels,Labels,Office Supplies,0,2017-11-13,13,11,Monday,2017,3,Consumer,Washington,3297,6728
20785-162887-15829,162887,20785,Safco Contoured Stacking Chairs,Chairs,Furniture,0,2015-11-07,7,11,Saturday,2015,3,Consumer,Vermont,139240,556962
16510-117457-1337,117457,16510,"Bevis Round Conference Table Top, X-Base",Tables,Furniture,0.2,2017-12-08,8,12,Friday,2017,7,Consumer,California,-87962,781884
16150-155880-8868,155880,16150,"Lifetime Advantage Folding Chairs, 4/Carton",Chairs,Furniture,0,2017-03-25,25,3,Saturday,2017,7,Corporate,Wisconsin,332866,1188809
11320-117485-6040,117485,11320,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Accessories,Technology,0,2017-09-23,23,9,Saturday,2017,4,Consumer,Oklahoma,79577,227364
18580-151967-23281,151967,18580,Tenex Chairmats For Use with Hard Floors,Furnishings,Furniture,0,2014-10-22,22,10,Wednesday,2014,4,Corporate,Louisiana,8094,101175
15895-142545-1011,142545,15895,Avery Premier Heavy-Duty Binder with Round Locking Rings,Binders,Office Supplies,0,2016-10-28,28,10,Friday,2016,1,Corporate,New Jersey,5115,11121
17185-169019-29143,169019,17185,GBC DocuBind P400 Electric Binding System,Binders,Office Supplies,0.8,2014-07-26,26,7,Saturday,2014,8,Consumer,Texas,-2882849,1695794
11650-152912-9628,152912,11650,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,Office Supplies,0,2017-11-09,9,11,Thursday,2017,2,Corporate,Maryland,3453,7507
16795-155768-27467,155768,16795,Tenex Chairmats For Use With Carpeted Floors,Furnishings,Furniture,0,2016-12-01,1,12,Thursday,2016,2,Home Office,California,1244,24889
12355-142755-3394,142755,12355,Logitech G19 Programmable Gaming Keyboard,Accessories,Technology,0,2015-09-04,4,9,Friday,2015,5,Consumer,Georgia,86901,482786
21385-119081-16249,119081,21385,GBC DocuBind P100 Manual Binding Machine,Binders,Office Supplies,0,2014-09-12,12,9,Friday,2014,2,Home Office,Kansas,116331,258514
14770-113278-29515,113278,14770,Microsoft Sculpt Comfort Mouse,Accessories,Technology,0,2017-01-14,14,1,Saturday,2017,4,Home Office,Indiana,54755,124444
12805-157252-1440,157252,12805,Global Deluxe Steno Chair,Chairs,Furniture,0.1,2017-01-20,20,1,Friday,2017,3,Corporate,New York,1798,161860
18445-125367-23940,125367,18445,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Binders,Office Supplies,0.2,2017-07-23,23,7,Sunday,2017,3,Home Office,New York,3388,10840
13030-131954-2335,131954,13030,O'Sullivan Cherrywood Estates Traditional Bookcase,Bookcases,Furniture,0,2017-01-21,21,1,Saturday,2017,1,Home Office,Washington,14559,66178
20695-152926-28240,152926,20695,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,Office Supplies,0.8,2017-10-02,2,10,Monday,2017,2,Corporate,Texas,-30232,11856
19285-155068-12852,155068,19285,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Phones,Technology,0.2,2015-10-23,23,10,Friday,2015,2,Consumer,Florida,806,9208
17755-143455-8447,143455,17755,Xerox 222,Paper,Office Supplies,0.2,2017-11-11,11,11,Saturday,2017,2,Home Office,Ohio,2826,8074
20080-164882-6544,164882,20080,DMI Eclipse Executive Suite Bookcases,Bookcases,Furniture,0.15,2015-10-31,31,10,Saturday,2015,1,Consumer,California,15606,331617
18715-151862-12025,151862,18715,RCA ViSYS 25423RE1 Corded phone,Phones,Technology,0.2,2016-03-01,1,3,Tuesday,2016,2,Corporate,Colorado,10901,124588
12970-141593-29789,141593,12970,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Tables,Furniture,0.2,2015-12-14,14,12,Monday,2015,2,Corporate,California,7989,213041
11650-125514-8479,125514,11650,Xerox 224,Paper,Office Supplies,0,2014-09-21,21,9,Sunday,2014,1,Corporate,Nebraska,2422,5046
15505-156776-27524,156776,15505,Xerox 1881,Paper,Office Supplies,0,2017-08-07,7,8,Monday,2017,2,Consumer,California,8989,19126
19765-158911-25194,158911,19765,Stackable Trays,Furnishings,Furniture,0.2,2015-07-05,5,7,Sunday,2015,2,Corporate,North Carolina,576,3838
21280-131527-9663,131527,21280,"BlueLounge Milo Smartphone Stand, White/Metallic",Phones,Technology,0.2,2014-12-01,1,12,Monday,2014,4,Consumer,North Carolina,7474,74735
19720-146157-17532,146157,19720,"Tenex Personal Project File with Scoop Front Design, Black",Storage,Office Supplies,0.2,2016-11-21,21,11,Monday,2016,2,Consumer,Illinois,1260,16796
12355-128111-7310,128111,12355,Newell 345,Art,Office Supplies,0,2016-03-17,17,3,Thursday,2016,2,Consumer,Massachusetts,8034,30901
10090-156160-28856,156160,10090,"Computer Room Manger, 14""",Furnishings,Furniture,0,2014-09-22,22,9,Monday,2014,3,Consumer,New York,27317,75881
12610-155957-10922,155957,12610,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,Office Supplies,0.2,2017-11-26,26,11,Sunday,2017,7,Corporate,Ohio,18673,165980
21865-114335-27152,114335,21865,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furnishings,Furniture,0.2,2014-09-28,28,9,Sunday,2014,4,Consumer,Florida,13125,262507
15610-133263-16581,133263,15610,Hewlett Packard LaserJet 3310 Copier,Copiers,Technology,0,2017-03-31,31,3,Friday,2017,5,Corporate,Georgia,1121381,2336211
15175-158701-25391,158701,15175,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,Office Supplies,0,2015-01-05,5,1,Monday,2015,6,Home Office,California,18369,68032
21205-169649-23788,169649,21205,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Appliances,Office Supplies,0.8,2014-12-09,9,12,Tuesday,2014,2,Corporate,Illinois,-41281,15877
21685-101539-5781,101539,21685,Mitel MiVoice 5330e IP Phone,Phones,Technology,0.2,2017-03-16,16,3,Thursday,2017,3,Home Office,Washington,38547,513956
19945-152583-10414,152583,19945,X-Rack File for Hanging Folders,Storage,Office Supplies,0.2,2017-10-30,30,10,Monday,2017,6,Consumer,Texas,3165,42202
20980-156013-24507,156013,20980,Recycled Premium Regency Composition Covers,Binders,Office Supplies,0.2,2015-09-20,20,9,Sunday,2015,2,Corporate,New York,6902,19039
16630-152275-1413,152275,16630,Design Ebony Sketching Pencil,Art,Office Supplies,0.2,2017-10-01,1,10,Sunday,2017,6,Corporate,Texas,390,5196
12355-142755-3398,142755,12355,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Paper,Office Supplies,0,2015-09-04,4,9,Friday,2015,2,Consumer,Georgia,1596,3395
13315-146941-857,146941,13315,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Envelopes,Office Supplies,0,2016-12-10,10,12,Saturday,2016,4,Consumer,New York,126830,281845
12130-118962-564,118962,12130,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Paper,Office Supplies,0,2014-08-05,5,8,Tuesday,2014,3,Consumer,California,7664,16307
18025-103212-27643,103212,18025,Xerox 231,Paper,Office Supplies,0,2017-10-13,13,10,Friday,2017,4,Consumer,Louisiana,9689,20185
14500-123834-23771,123834,14500,Hon 61000 Series Interactive Training Tables,Tables,Furniture,0.3,2017-07-21,21,7,Friday,2017,4,Consumer,Texas,-16608,96880
19315-162565-13116,162565,19315,Xerox 21,Paper,Office Supplies,0.2,2017-12-11,11,12,Monday,2017,2,Consumer,Illinois,2826,8074
11995-162481-6215,162481,11995,"Global Leather Task Chair, Black",Chairs,Furniture,0,2017-09-25,25,9,Monday,2017,3,Consumer,Minnesota,39945,210239
17635-151316-12415,151316,17635,Ibico Hi-Tech Manual Binding System,Binders,Office Supplies,0.8,2017-06-24,24,6,Saturday,2017,3,Corporate,Illinois,-249387,142507
17275-107818-14654,107818,17275,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies,0,2014-09-08,8,9,Monday,2014,8,Consumer,Washington,70985,236615
16945-114727-3675,114727,16945,Hon GuestStacker Chair,Chairs,Furniture,0.2,2016-07-18,18,7,Monday,2016,3,Corporate,Colorado,31773,423646
20110-155047-8786,155047,20110,"Eberhard Faber 3 1/2"" Golf Pencils",Art,Office Supplies,0.2,2017-08-27,27,8,Sunday,2017,1,Consumer,Texas,290,4635
11020-159940-7234,159940,11020,Flat Face Poster Frame,Furnishings,Furniture,0.6,2016-07-07,7,7,Thursday,2016,8,Corporate,Illinois,-21127,46949
10495-162201-29316,162201,10495,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Labels,Office Supplies,0.2,2015-06-08,8,6,Monday,2015,3,Corporate,Florida,2453,7009
15625-166051-24280,166051,15625,Samsung Galaxy Note 3,Phones,Technology,0,2014-05-31,31,5,Saturday,2014,3,Consumer,Mississippi,154185,513952
16975-108294-4649,108294,16975,Ibico Covers for Plastic or Wire Binding Elements,Binders,Office Supplies,0,2017-12-10,10,12,Sunday,2017,3,Home Office,Nebraska,12090,26867
19975-112991-17946,112991,19975,Xerox 1931,Paper,Office Supplies,0,2014-12-10,10,12,Wednesday,2014,4,Corporate,Idaho,9689,20185
10870-146934-7431,146934,10870,Ampad #10 Peel & Seel Holiday Envelopes,Envelopes,Office Supplies,0,2016-05-22,22,5,Sunday,2016,6,Consumer,New Jersey,10048,20933
18865-146703-163,146703,18865,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Storage,Office Supplies,0,2014-10-20,20,10,Monday,2014,4,Consumer,Michigan,6603,165064
14965-122168-25743,122168,14965,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Art,Office Supplies,0,2015-08-21,21,8,Friday,2015,12,Corporate,Kentucky,7797,27848
16960-139262-25124,139262,16960,Avery Arch Ring Binders,Binders,Office Supplies,0.7,2016-02-21,21,2,Sunday,2016,2,Home Office,Florida,-20813,27147
19030-140256-28753,140256,19030,Newell 346,Art,Office Supplies,0,2016-08-22,22,8,Monday,2016,2,Corporate,California,1301,4486
21100-153850-15100,153850,21100,Samsung Galaxy S4,Phones,Technology,0.4,2014-11-24,24,11,Monday,2014,4,Consumer,Ohio,-194996,1169975
17260-166142-6443,166142,17260,Hon 2111 Invitation Series Straight Table,Tables,Furniture,0.3,2017-07-15,15,7,Saturday,2017,3,Consumer,Delaware,-37990,241757
16090-160885-16461,160885,16090,ClearOne CHATAttach 160 - speaker phone,Phones,Technology,0,2017-12-02,2,12,Saturday,2017,4,Consumer,Nebraska,579381,1931269
16840-137974-22587,137974,16840,Konftel 250 Conference phone - Charcoal black,Phones,Technology,0,2015-04-16,16,4,Thursday,2015,2,Consumer,Virginia,115338,443607
16720-167395-29025,167395,16720,Staple remover,Supplies,Office Supplies,0,2017-12-02,2,12,Saturday,2017,2,Consumer,Massachusetts,136,3395
16915-131450-1919,131450,16915,Dana Halogen Swing-Arm Architect Lamp,Furnishings,Furniture,0,2014-08-08,8,8,Friday,2014,8,Consumer,California,71468,255243
12850-128363-23985,128363,12850,Colored Envelopes,Envelopes,Office Supplies,0.2,2017-08-13,13,8,Sunday,2017,5,Consumer,Tennessee,3736,11494
17125-112837-18966,112837,17125,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furnishings,Furniture,0,2014-09-11,11,9,Thursday,2014,3,Consumer,California,16939,99641
14920-117044-13154,117044,14920,Xerox 1927,Paper,Office Supplies,0.2,2017-09-11,11,9,Monday,2017,6,Consumer,Illinois,5000,15999
15610-133263-16584,133263,15610,Avery Recycled Flexi-View Covers for Binding Systems,Binders,Office Supplies,0,2017-03-31,31,3,Friday,2017,4,Corporate,Georgia,23968,49933
10675-101483-5332,101483,10675,Samsung Replacement EH64AVFWE Premium Headset,Phones,Technology,0.2,2017-07-29,29,7,Saturday,2017,5,Consumer,North Carolina,1071,17132
11605-164406-29352,164406,11605,GBC Durable Plastic Covers,Binders,Office Supplies,0.2,2014-08-15,15,8,Friday,2014,3,Consumer,California,11754,36165
13045-168389-22171,168389,13045,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Art,Office Supplies,0.2,2017-12-11,11,12,Monday,2017,1,Corporate,Florida,1058,10579
21910-133452-6383,133452,21910,Plantronics Audio 478 Stereo USB Headset,Accessories,Technology,0,2015-04-13,13,4,Monday,2015,4,Consumer,California,54502,155719
15130-150910-26944,150910,15130,Crate-A-Files,Storage,Office Supplies,0.2,2017-12-22,22,12,Friday,2017,3,Consumer,Tennessee,1528,20372
16915-141327-24865,141327,16915,Avery Durable Binders,Binders,Office Supplies,0.7,2015-11-30,30,11,Monday,2015,7,Consumer,North Carolina,-3297,4710
11395-107769-22233,107769,11395,Digium D40 VoIP phone,Phones,Technology,0,2014-10-28,28,10,Tuesday,2014,2,Corporate,Kansas,58262,200902
13915-159856-8712,159856,13915,Global Deluxe Steno Chair,Chairs,Furniture,0.2,2016-10-18,18,10,Tuesday,2016,5,Consumer,Arizona,-26977,239793
11590-107398-26763,107398,11590,Wilson Jones Custom Binder Spines & Labels,Binders,Office Supplies,0.7,2014-08-25,25,8,Monday,2014,4,Corporate,Ohio,-3559,5084
20620-149636-23471,149636,20620,Recycled Pressboard Report Cover with Reinforced Top Hinge,Binders,Office Supplies,0.7,2015-01-06,6,1,Tuesday,2015,2,Corporate,Colorado,-1056,1509
13765-135776-14781,135776,13765,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Art,Office Supplies,0,2016-12-23,23,12,Friday,2016,2,Corporate,Washington,916,3271
14530-140228-10867,140228,14530,Avery File Folder Labels,Labels,Office Supplies,0.2,2014-04-28,28,4,Monday,2014,3,Corporate,Ohio,1951,5383
14650-106439-6356,106439,14650,Novimex Fabric Task Chair,Chairs,Furniture,0.2,2014-10-31,31,10,Friday,2014,3,Corporate,California,-7123,113972
18925-168305-17540,168305,18925,Avery 475,Labels,Office Supplies,0,2014-11-01,1,11,Saturday,2014,3,Home Office,California,17288,34577
11650-167101-6468,167101,11650,Memorex Micro Travel Drive 8 GB,Accessories,Technology,0,2017-03-24,24,3,Friday,2017,2,Corporate,New York,9111,20248
19570-130351-2126,130351,19570,Kensington 6 Outlet Guardian Standard Surge Protector,Appliances,Office Supplies,0,2017-12-05,5,12,Tuesday,2017,3,Consumer,Indiana,12919,47846
21685-165806-18807,165806,21685,RCA Visys Integrated PBX 8-Line Router,Phones,Technology,0,2014-04-07,7,4,Monday,2014,3,Home Office,Georgia,39126,156505
20695-114713-2281,114713,20695,Acme Softgrip Scissors,Supplies,Office Supplies,0.2,2016-07-07,7,7,Thursday,2016,7,Corporate,Florida,3994,35499
11965-105690-12923,105690,11965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Bookcases,Furniture,0.32,2015-11-21,21,11,Saturday,2015,2,Corporate,Texas,-59194,191676
19810-127474-22557,127474,19810,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furnishings,Furniture,0.6,2017-02-03,3,2,Friday,2017,1,Home Office,Illinois,-20314,17288
